From,to,Name,Agents,Results ,Type,Label,Place (modern),Historic affiliation,Archival sources,WIKIDATA ENTITY ID,WIKIDATA COUNTRY ID,COUNTRY NAME,WIKIDATA LOCATION ID,WIKIDATA LOCATION NAME
1768,1768,Riot,trial against Whittron and others / relating to a riot at an election at Pontefract,#,elections,Pontefract / Yorkshire,Pontefract / Yorkshire,British Empire,Nottingham University Library / Department of Manuscripts and Special Collections Ga 12 /653/1-3,#,#,#,#,#
1768,1768,Riot,Customs Commissioners / advising that they have been obliged by the violence of the people to take refuge first on board the Romney and afterwards in Castle William / and enclosing schedule of papers relating to a riot on 10June,#,law enforcement,North America / Massachusetts,North America / Massachusetts,British Empire,UK National Archives / T 1/465/120-122,#,#,#,#,#
1768,1768,Riots against magistrates and constables,John PERCIVAL for a riot in Southwark and assaulting Mr Capel / a magistrate in execution of his office and v James TRUCKLE for a riot in Southwark and assaulting a constable in execution of his office / v William GILBERT for a riot in Southwark and insulting Mr Capel / a magistrate in Southwark in execution of his office,#,law enforcement,Southwark / England,Southwark / England,British Empire,UK National Archives / TS 11/443/1408,#,#,#,#,#
1768,#,St. George's Fields Massacre,protest in favour of politician John Wilkes / intervention by Horse Grenadier Guards 3rd regiment of Foot guards,among those tried for the initial riot were Edward TOBIAS and John ROBINSON,military regulations / peace-keeping,St George's Fields / Southwark / in South London,Southwark / South London / England,British Empire,#,#,#,#,#,#
1768,1768,Riot,John Smith and John Dawes of Richmond and Henry Walker of Isleworth / Middx / and another person unknown to the informant Thomas Wells (named at the end of the information as Richard May) accused of breaking into a barn in Mortlake / committing a riot and assaulting some women with intent to ravish them,#,personal gain,Mortlake / England,Mortlake / England,British Empire,Surrey History Centre QS2/6/1768/Mid/28,#,#,#,#,#
1768,1768,Riot (at the merchants' address to the King),Thomas HUGHES and Thomas ROSE for riots at St James at the time the merchants of London presented their address to His Majesty.,#,political freedoms / personal rights,London / England,London / England,British Empire,UK National Archives / TS 11/443/1408,#,#,#,#,#
1768,1768,Riot at King's Bench,riot at the King's Bench prison and in the Borough of Southwark in May,#,prisons,King's Bench Prison / England,King's Bench Prison / England,British Empire,UK National Archives / T 1/468/265-273,#,#,#,#,#
1768,1768,Riot,memorial of Nathaniel Bell asking recompense for settling a `rebellion' by merchant seamen / and averting a riot by coal heavers at Wapping,#,social / economic,Wapping / Middlesex / England,Wapping / Middlesex / England,British Empire,UK National Archives / T 1/401/147-152,#,#,#,#,#
1768,1768,Riot,reporting the seizure of the Active by Capt. Hawker of HMS Sardoine / the failure of the case in the Vice Admiralty Court / his being maliciously charged with misconduct and attacked by a riot / necessitating his escape to Georgia and thence to England / and requesting further leave of absence.,#,supplementary conflict,South Carolina / North America,South Carolina / North America,British Empire,UK National Archives / T 1/468/230-231,#,#,#,#,#
1769,1773,First Carib War,Carib inhabitants of Saint Vincent vs. British military,#,colonial expansion / consolidation,Saint Vincent island,Saint Vincent island,British Empire,#,#,#,#,#,#
1769,1799,Pennamite-Yankee War,Wyoming Valley along the North Branch of the Susquehanna River was disputed between settlers from Connecticut (Yankees) and Pennsylvania (Pennamites),Land titles preserved and transferred to Pennsylvania as part of larger legal settlement,colonial expansion / consolidation,Susquehanna River,Susquehanna River,British Empire,#,Q7163373,#,#,Q27538,Susquehanna River
1769,1769,Riot,Jurors of Court of General Sessions of the Peace / Boston / Suffolk / concerning a riot and the attack by a mob on James Otis and John Gridley.,#,context unclear,Boston / Suffolk,Boston / Suffolk,British Empire,UK National Archives / T 1/469/380,#,#,#,#,#
1769,1769,Riot on Jersey,Thomas Ball / Lieutenant Governor of Jersey / offered a reward for the apprehension of the instigators of a riot in September.,Lord Rochford asks for payment of expenses incurred by the jurats who came over from Jersey to report on the riot in that island.,context unclear,Jersey / Channel Islands,Jersey / Channel Islands,British Empire,SP 46/151/fo135,#,#,#,#,#
1769,1769,Riot,riot at St James's,#,context unclear,St James's / England,St James's / England,British Empire,East Riding of Yorkshire Archives and Local Studies Service DDGR/42/19,#,#,#,#,#
1769,1769,Riot,Riot in the Courthouse on 28 September 1769 against the Civil Administration,#,law enforcement,England,England,British Empire,UK National Archives / PC 1/3347,#,#,#,#,#
1769,1769,Rhode Island Riot,Rhode Island riot against customs officers,#,law enforcement,Rhode Island / North America,Rhode Island / North America,British Empire,UK National Archives / T 1/471/200-202,#,#,#,#,#
1769,1769,Riot,Warrant for the arrest of Robert Bunyon in connexion with a riot in the Marshalsea Prison,#,law enforcement,Surrey / England,Surrey / England,British Empire,Surrey History Centre QS2/6/1769/Eph/43,#,#,#,#,#
1769,#,Steelboy / Hearts of Steel disturbances,exclusively Protestant movement to address grievances about the sharp rise of rent and evictions,#,social / economic,County Antrim / Ulster / Ireland,County Antrim / Ulster,British Empire,#,#,#,#,#,#
1769,1769,Riot,Elizabeth Whip jnr. spinster and William Whip farmer both of Bishop Wilton: - E.W. to answer complaint of Isabella Bailey ('for a riot / attacking her house and putting her in fear'),#,trespassing on property,Surrey / England,Surrey / England,British Empire,East Riding of Yorkshire Archives and Local Studies Service QSF/244/C/18,#,#,#,#,#
1770,1770,Riot,reports by victualler / constable and surgeon on riot causes by Irishman trying to get drunk at 'Cock' / Walthamstow when it was closing and breaking of windows and severe wounding of landlord,#,drunkenness,Walthamstow,Walthamstow,British Empire,Essex Record Office Q/SBb 260,#,#,#,#,#
1770,1770,Petition of the Livery of London,conflicts relating to the Middlesex election,#,elections,London / England,London / England,British Empire,#,#,#,#,#,#
1770,1770,Boston Massacre,anti-British / patriot riot ,resulting in military intervention,military regulations / peace-keeping,Boston / Province of Massachusetts Bay,Boston / Massachusetts,British Empire,#,#,#,#,#,#
1770,1770,Riot,Riot in the House (Feb 17) [unclear],#,political freedoms / personal rights,London / England,London / England,British Empire,Warwickshire County Record Office CR 1368 Vol 5/42,#,#,#,#,#
1770,1770,Petition of the Freeholders of the Co. of York,"protest against ""inadequate"" representation in Parliament",#,political freedoms / personal rights,York / Yorkshire / England,York / Yorkshire / England,British Empire,#,#,#,#,#,#
1770,1770,Riot,most outrageous riot' upon Rockingham's estate in County Wicklow,Advice to prosecute 'for a riot and trespass accompanied with great circumstances of force and violence' / but doubts whether the case would succeed.,trespassing on property,County Wicklow / Ireland,County Wicklow / Ireland,British Empire,Sheffield City Archives WWM/R/1/1331,#,#,#,#,#
1771,1771,Suspected food riot,Considerations whether export of live cattle or carcases to France should be allowed duty free. Resentment of people / fearing a consequent rise in price of beef in England / could lead to riot.,#,alleged / planned,England,England,British Empire,UK National Archives / T 1/483/462-470,#,#,#,#,#
1771,1771,Riot in Dumfries,[inter alia commented on by the Duke of Argyll],intervention by Provost Dickson,context unclear,Dumfries / Scotland,Dumfries / Scotland,British Empire,"UK National Archives / SP 54/46/12, UK National Archives / SP 54/46/4 and related items",#,#,#,#,#
1771,1771,Riot,riot at the muster of the workmen by the Clerk of the Clerk of the Cheque because eight of the artificers and labourers were mulcted for quitting their work and purchasing mackerel at the Pier Head.,Request that the Commissioner should enquire into it.,social / economic,Sheerness / England,Sheerness / England,British Empire,UK National Archives / ADM 106/1198/205,#,#,#,#,#
1771,1771,Battle at the Yadkin River,Regulator Movement resistance against taxation and local policy,Regulator victory,political freedoms / personal rights,Crossing of the Yadkin River north of Salisbury / North Carolina,Crossing of the Yadkin River north of Salisbury / North Carolina,British Empire / United States of America,#,Q27628016,#,#,#,#
1771,1771,Battle of Alamance,final battle of the Regulator Movement / a rebellion in colonial North Carolina over issues of taxation and local control,Decisive government victory,political freedoms / personal rights,near Great Alamance Creek in Alamance County / North Carolina,near Great Alamance Creek in Alamance County / North Carolina,British Empire / United States of America,#,Q16158877,#,#,#,#
1772,1772,Riot,John Smithers of Mitcham / labourer / accused of assaulting John Sanders of Mitcham during a riot,#,personal disputes,Mitcham / England,Mitcham / England,British Empire,Surrey History Centre QS2/6/1772/Mic/32,#,#,#,#,#
1772,1772,Riot / assault and rescuing a prisoner,Thomas Walker of Clifton clogger / John Walker of the same yeoman / John Horne of the same farmer and George Hayton of the same yeoman for appearance of Thomas and John Walker to answer an indictment for riot and assault on Thomas Wallis and Timothy Mallison and for rescuing Joseph Simpson (lawfully arrested by them) and setting him at liberty / also for rescuing part of the goods stolen.,#,personal gain,Clifton / Cumbria / England,Little Clifton / Cumbria England,British Empire,Cumbria Archive Centre / Kendal WQ/SR/364/13-16,#,#,#,#,#
1772,#,Pine Tree Riot,resistance to British royal authority undertaken by American colonists in New Hampshire,#,political freedoms / personal rights,Weare / New Hampshire,Weare / New Hampshire,British Empire,#,#,#,#,#,#
1772,1772,Riot,allegations made against Thomas Hadley including his apparent defamation of the character of Samuel Galton / his son Samuel Galton jnr and William Bird / and his apparent incitement of workmen in Birmingham to riot to prevent the firm of Farmer & Galton from completing orders placed with them / and to damage the house of Samuel Galton,#,social / economic,Birmingham / England,Birmingham / England,British Empire,Birmingham: Archives / Heritage and Photography Service MS3101/D/3/1,#,#,#,#,#
1772,1773,Food Riots,uprising of the poor,#,social / economic,British Isles,Great Britain,British Empire,#,#,#,#,#,#
1773,1773,Riot,Robert Rainforth of Howden yeoman and to prosecute George Belt / John Clayburn / John Morritt and Michael Clayburn for riot.,#,context unclear,Surrey / England,Surrey / England,British Empire,East Riding of Yorkshire Archives and Local Studies Service QSF/259/C/12,#,#,#,#,#
1773,1773,Riot and assault,William Iveson of Hedon attorney and George Carrott of Hull butcher: - appearance of John Marshall of Drypool for (riot and assault),#,personal disputes,Surrey / England,Surrey / England,British Empire,East Riding of Yorkshire Archives and Local Studies Service QSF/261/C/11,#,#,#,#,#
1773,1773,Riot and assault,Parties as QSF/261/C/11: - Thomas Ware of Drypool (for riot and assault).,#,personal disputes,Surrey / England,Surrey / England,British Empire,East Riding of Yorkshire Archives and Local Studies Service QSF/261/C/12,#,#,#,#,#
1773,1773,Riot and misdemeanour,Thomas Brewster of Sutton labourer / Roger Norton of Hull and George Rea of Wilmington: - T.B. for riot and misdemeanour.,#,personal disputes,Surrey / England,Surrey / England,British Empire,East Riding of Yorkshire Archives and Local Studies Service QSF/261/C/13,#,#,#,#,#
1773,1773,Riot and misdemeanour,Thomas Winteringham of Marfleet yeoman and George Carrick of Hull butcher: - T.W. for riot and misdemeanour.,#,personal disputes,Surrey / England,Surrey / England,British Empire,East Riding of Yorkshire Archives and Local Studies Service QSF/261/C/16,#,#,#,#,#
1773,1773,Riot and misdemeanour,John Leake pin maker and John Smith worsted maker both of Hull: - J.L. for riot and misdemeanour.,#,personal disputes,Surrey / England,Surrey / England,British Empire,East Riding of Yorkshire Archives and Local Studies Service QSF/261/C/17,#,#,#,#,#
1773,1773,Riot and misdemeanour,Thomas Green of Hull barber and John Stephenson of Harland farmer: - T.G. for riot and misdemeanour.,#,personal disputes,Surrey / England,Surrey / England,British Empire,East Riding of Yorkshire Archives and Local Studies Service QSF/261/C/18,#,#,#,#,#
1773,1773,Riot and misdemeanour,William Iveson of Hedon gent. James Watson victualler and George Rea farmer both of Sutton: - J.W. for riot and misdemeanour.,#,personal disputes,Surrey / England,Surrey / England,British Empire,East Riding of Yorkshire Archives and Local Studies Service QSF/261/C/19,#,#,#,#,#
1773,1773,Riot and misdemeanour,Thomas March of Marfleet yeoman and George Carrick of Hull butcher: - T.M. for riot and misdemeanour.,#,personal disputes,Surrey / England,Surrey / England,British Empire,East Riding of Yorkshire Archives and Local Studies Service QSF/261/C/20,#,#,#,#,#
1773,1773,Riot and misdemeanour,Thomas Hercules of Sutton labourer / William Iveson of Hedon gent. and George Rea of Sutton farmer: - T.H. for riot and misdemeanour.,#,personal disputes,Surrey / England,Surrey / England,British Empire,East Riding of Yorkshire Archives and Local Studies Service QSF/261/C/22,#,#,#,#,#
1773,1773,Riot and misdemeanour,William Watson of Sutton labourer / William Iveson of Hedon gent. and George Rea of Sutton farmer: - W.W. for riot and misdemeanour.,#,personal disputes,Surrey / England,Surrey / England,British Empire,East Riding of Yorkshire Archives and Local Studies Service QSF/261/C/23,#,#,#,#,#
1773,1773,Tinners' Riot,tinners riot at Penryn,#,social / economic,Penryn / Cornwall,Penryn / Cornwall,British Empire,Cornwall Record Office RS/1/916,#,#,#,#,#
1773,1773,Boston Tea Party,conflict over trade and taxation,#,social / economic,Boston / Province of Massachusetts Bay,Boston / Province of Massachusetts Bay,British Empire,#,Q19024,Q30,United States of America,#,#
1774,1774,Riot,Anthony Fabrigas arrested / accused of attempts to incite riot and rebellion against Governor J Mostyn.,Anthony Fabrigas arrested / ill-treated / imprisoned / and later banished.,alleged / planned,Minorca,Minorca,British Empire,UK National Archives / T 1/508/151-155,#,#,#,#,#
1774,1774,Riot,the King orders that a reward of £100 be offered for information about leader of a `tumultuous riot' which occurred on Sunday evening at Westminster,#,context unclear,Westminster / England,Westminster / England,British Empire,UK National Archives / T 1/508/167-168,#,#,#,#,#
1775,1775,Riot,"Account of ill-treatment accorded by rioters to the borsholder / and the presenter of Court and Abbey streets, "," indictments against the rioters with their names, and note concerning the difference between a nuisance / a riot / and a rout / etc. / and a list of Faversham persons who fired rockets and squibs and threatened the borsholder",context unclear,Faversham / England,Faversham / England,British Empire,Kent History and Library Centre Fa/J/Q/z/13,#,#,#,#,#
1775,1775,Riot,prosecution of Joseph Boynton of Thixendale farmer and John Holmes of Pocklington bricklayer for causing a riot.,#,context unclear,Surrey / England,Surrey / England,British Empire,East Riding of Yorkshire Archives and Local Studies Service QSF/268/C/9,#,#,#,#,#
1775,1775,Gunpowder Incident,"conflict between Lord Dunmore / the Royal Governor / and militia led by Patrick Henry over removal of military supplies 	",militia companies mustering throughout the colony,military regulations / peace-keeping,Williamsburg / Virginia,Williamsburg / Virginia,British Empire,#,Q985470,Q30,United States of America,Q492346,Williamsburg / Virginia
1775,1775,Battle of Lexington and Concord,first skirmish of the American Revolution,#,military regulations / peace-keeping,Lexington / New England,Lexington / New England,British Empire,#,#,#,#,#,#
1775,1775,Seamen’s revolt,public protest / sabotage and prison escapes in Liverpool led by seamen,#,social / economic,Liverpool / England,Liverpool / England,British Empire,#,#,#,#,#,#
1775,1775,Shipwrights' Riot / Strike,"Shipwrights in Woolwich yard did not come to work and expressed solidarity for fellow workers in Chatham, John Midford was accused of being one of the leaders.","assistance of the Civil Magistrates was asked to quell the riot, ringleaders were sought.",social / economic,Woolwhich / England,Woolwhich / England,British Empire,"UK National Archives / ADM 106/1229/259, National Maritime Museum: The Caird Library / Manuscripts Section ADM 354/196/315",#,#,#,#,#
1775,1775,Snow Campaign,one of the first major military operations of the American Revolutionary War in the southern colonies,Patriot victory,supplementary conflict,Appalachian Mountains / South Carolina,Appalachian Mountains / South Carolina,British Empire,#,Q195151,#,#,Q93332,Appalachian Mountains
1775,1775,Battle off Fairhaven,Patriot forces,Patriot forces retrieve two patriot vessels from HMS Falcon,supplementary conflict,Fairhaven / Massachusetts,Fairhaven / Massachusetts,British Empire,#,Q17515528,#,#,Q2309359,Fairhaven / Massachusetts
1776,1776,James Atiken's arsonist attacks ,acts of sabotage / arson committed by craftsman James Aitken on British seaports (supposedly in favour of the American cause),conviction and death sentence,government,Bristol / England,Bristol / England,British Empire,#,#,#,#,#,#
1776,1776,James Atiken's arsonist attacks ,acts of sabotage / arson committed by craftsman James Aitken on British seaports (supposedly in favour of the American cause),conviction and death sentence,government,Plymouth / England,Plymouth / England,British Empire,#,#,#,#,#,#
1776,1776,Riot and assault,Thomas Evans the younger accused of assaulting William Harral / a constable of Croydon / who had been sent for by one of Thomas Evans sisters to 'keep the peace as her brother was then making a great riot in the yard',#,personal disputes,Surrey / England,Surrey / England,British Empire,Surrey History Centre QS2/6/1776/Mic/18,#,#,#,#,#
1776,1776,Nottingham Cheese Riot,local citizens vs. Merchants,#,social / economic,Nottingham / Northern England,Nottingham / England / Britian,British Empire,#,#,#,#,#,#
1776,1776,Fortification of Dorchester Heights,Continental Army under George Washington's command occupied Dorchester Heights,British forces evacuate Boston on March 17,supplementary conflict,Dorchester Heights / North America,Dorchester Heights / United States of America,British Empire,#,Q3078508,Q30,United States of America,Q5297608,Dorchester Heights
1776,1777,New York and New Jersey Campaign,British versus American troops,"British victory in New York / American victory in
 New Jersey",supplementary conflict,New York and New Jersey,New York / U. S. state,British Empire,#,Q2630469,#,#,Q1384,New York / U. S. state
1777,#,Saratoga-Feldzug,British versus American troops,#,supplementary conflict,New York (region),Upstate New York / USA,British Empire,#,Q126876,#,#,Q2018923,Upstate New York
1777,1777,Capture of the USS Hancock,American frigate USS Hancock captured by the British Royal Navy,British victory,supplementary conflict,off Halifax / Nova Scotia,off Halifax / Nova Scotia,British Empire,#,Q54933265,#,#,#,#
1777,1777,Saratoga Campaign,British versus American troops,#,supplementary conflict,Upstate New York,Upstate New York,British Empire,#,#,#,#,#,#
1778,1778,Riot,Henry Hewitt / prosecuted for riot by John Guest: Thomas Donald / oilman / and William Trotter / baker / both of Saint John Street / Saint Sepulchre / stand bail,#,context unclear,London / England,London / England,British Empire,London Metropolitan Archives: City of London MJ/SP/1778/06/002,#,#,#,#,#
1778,#,Action of 17 June 1778,Minor British success,Minor British success,international,23 miles (37 km) south of The Lizard,23 miles (37 km) south of The Lizard,British Empire,#,Q2984953,#,#,#,#
1778,1778,Militia Riot,8 September / 1780 / a militia riot at Plymouth,#,military regulations / peace-keeping,Plymouth / England,Plymouth / England,British Empire,Wiltshire and Swindon History Centre 9/34/138,#,#,#,#,#
1778,1778,Riot and assault,"William Wooding / Thomas Cox / and William Lucas / accused of riot and assault by John Lyddall: John Avery / peruke maker, of Aylesbury Street / and Samuel Hughes / carpenter / of Saint John Street / stand bail",a request is made by the defendants for their certificate of bail,personal disputes,London / England,London / England,British Empire,London Metropolitan Archives: City of London MJ/SP/1778/06/006+064,#,#,#,#,#
1778,1778,Riot and assault,John Edwards / John Capel / Thomas Moore and James Clement / accused of riot and assault by Richard Barnett: John Harper / of Edgware Road / Saint Marylebone / serves notice of the trial on the wife of Richard Barnett,#,personal disputes,London / England,London / England,British Empire,London Metropolitan Archives: City of London MJ/SP/1778/07/040,#,#,#,#,#
1778,1778,Riot and assault,Bartholomew Connelly and William Smith / accused of riot and assault by Henry Moravia: a request is made for Connelly and Smith to withdraw their pleas of not guilty and enter pleas of guilty,#,personal disputes,London / England,London / England,British Empire,London Metropolitan Archives: City of London MJ/SP/1778/09/051,#,#,#,#,#
1778,1778,Riot and assault,George Benson / victualler / late of Saint Margaret / Westminster / prosecuted for riot and assault by Thomas Willett: a warrant is issued for his arrest,#,personal disputes,Westminster / London,Westminster / London,British Empire,London Metropolitan Archives: City of London MJ/SP/1778/02/065,#,#,#,#,#
1778,1778,Catholic Relief Act Riots ,riot against Catholic relief / reports that the strength of feeling was so great that 'was the bill to pass / I am convinced a general insurrection would ensue'.,"""house / shop and warehous of Mr bagnal / an English papist / were destroyed""",religion / cultural identity,Glasgow / Scotland,Glasgow / Scotland,British Empire,UK National Archives / SP 54/47/228,#,#,#,#,#
1778,1778,Limerick Riot,riot near Limerick (Oct.1778) against taxation,#,social / economic,Limerick / Ireland,Limerick / Ireland,British Empire,Northumberland Archives 2/DE/45/24/1 - 75,#,#,#,#,#
1778,#,Clow Rebellion,Loyalist insurrection,Patriot Victory,supplementary conflict,Kenton / Delaware,Kenton / Delaware,British Empire,#,Q55138111,#,#,Q755764,Kenton / Delaware
1778,1778,Carleton's Raid,British raid led by Major Christopher Carleton,Successful British raid,supplementary conflict,New York State / North America,New York / U. S. state,British Empire,#,Q5041183,#,#,Q1384,New York / U. S. state
1778,1782,Northern theater of the American Revolutionary War after Saratoga,Hundreds of Native American villages are burnt down by American troops as retaliation,"Tactically Inconclusive
Strategic American victory
New York remains under British control for the rest of the war
",supplementary conflict,New York / New Jersey / Pennsylvania / and New England,New York / U. S. state,British Empire,#,Q7059296,#,#,Q1384,New York / U. S. state
1778,1778,Frederica naval action,three galleys of the Georgia State Navy defeated a British raiding party,United States victory,supplementary conflict,off St. Simons Island / Georgia / Frederica River,off St. Simons Island / Georgia / Frederica River,British Empire,#,Q5497190,#,#,#,#
1778,1778,Big Runaway,British versus American troops,British victory / American evacuation of the West Branch Susquehanna Valley,supplementary conflict,Pennsylvania / North America,Pennsylvania / United States,British Empire,#,Q2902339,#,#,Q1400,Pennsylvania / United States
1778,1778,Riot and house breaking,Thomas Whitfield / prosecuted for house breaking and riot by Joshua Thickett: Abraham Harman / carpenter / of Holywell Lane / Shoreditch / and Thomas Salt / excise officer / of Hare Street / Hoxton / stand bail,#,trespassing on property,London / England,London / England,British Empire,London Metropolitan Archives: City of London MJ/SP/1778/06/011,#,#,#,#,#
1778,#,Capture of St. Lucia,The Capture of St Lucia was the result of a campaign from 18–28 December 1778 by British land and naval forces to take over the island / which was a French dominion.,#,international,Saint Lucia island,Saint Lucia island,British Empire / Kingdom of France,#,Q16256520,#,#,Q760,Saint Lucia
1779,1779,Riot,Violent riot in Collery Green. A party attacked Scott's house. (18 Nov.),#,context unclear,Collery Green / England,Collery Green / England,British Empire,Kent History and Library Centre U840/C495,#,#,#,#,#
1779,1779,Riot,riot at Doncaster ,"""Some of Col. Harvey's militia were concerned, it will be a serious affair to some of the officers. There was a court of inquiry on Tuesday and I hear that three of the officers are obliged to resign / if they don't they will be broke.""",context unclear,Doncaster / Nottinghamshire,Doncaster / Nottinghamshire,British Empire,Nottinghamshire Archives DD/FJ/11/1/4/157,#,#,#,#,#
1779,1779,Riot,"Sir Geo. Savile at Liverpool to John Hewett, now returned from riot duty / disturbances having died down / detachments of the Regiment are left at different places as precaution but no further disturbance expected / etc.",#,context unclear,Liverpool / England,Liverpool / England,British Empire,Nottinghamshire Archives DD/FJ/11/1/1pt2/130,#,#,#,#,#
1779,1779,Riot,"Rex v William SMITH, Robert RICKWOOD and John MCKAY for a riot and beginning to pull down house of Sir Hugh Palliser",cases tried at the Old Bailey,context unclear,London / England,London / England,British Empire,UK National Archives / TS 11/976/3529,#,#,#,#,#
1779,1779,Riot,#,#,context unclear,Wigan / England,Wigan / England,British Empire,Lancashire Archives P/183,#,#,#,#,#
1779,1781,Gulf Coast campaign,Allied victory,Allied victory,international,British West Florida,British West Florida,British Empire,#,Q5617470,#,#,#,#
1779,#,Franco-Dutch Invasion of Jersey,British victory,British victory,international,Jersey / Channel Islands,Jersey / Channel Islands,British Empire,#,Q5484470,#,#,Q785,Channel Islands/Jersey
1779,#,Action of 14 September 1779,British victory,British victory,international,off the Azores / Atlantic,off the Azores / Atlantic,British Empire,#,Q4677259,#,#,#,#
1779,1779,Catholic Relief Act Riots,riot against Catholic relief,"burning of a Catholic chapel / ""spirited and commendable conduct of the magistrates / supported by the military""",religion / cultural identity,Edinburg / Scotland,Edinburg / Scotland,British Empire,UK National Archives / SP 54/47/217-219,#,#,#,#,#
1779,1779,Irish Volunteers parade ,demanding removal of restrictions on Irish trade,#,social / economic,College Green / Dublin / Ireland,College Green / Dublin / Ireland,British Empire,#,#,#,#,#,#
1779,1779,Riots (in the West Country),"Sir Geo. Savile at Preston to John Hewett at Shireoaks, militia activities suppressing riots: 'came yesterday (to Preston) in the course of military duty / our General (Faucitt) being here. (...) A great deal of night work, and our enemy is a kind of invisible Potentate with whom we can neither fight nor treat. They assemble on the hills (as the West Country lads hunt) by shouting or drums / go to destroy Mills used in the Cotton manufacture etc. and disperse as easily as they met and as ready to meet again / observing always to go where there is no military. ",Only one Battle having happened when 6 Dragoons drove 2 or 3 hundred back and some into the River where one of the Dragoons / alighting and jumping in after and swearing he would cut the man's head off brought him out like a drowned Rat. What could the poor man do / if he ducked he was drowned / if he popp'ed up his head it was cut off? So the victory was compleat. I am / from a poor private Colonel of one Regiment / become a General of 5 Armies for into so many parts are my troops divided'.,social / economic,Preston / England,Preston / England,British Empire,Nottinghamshire Archives DD/FJ/11/1/1pt2/128-129,#,#,#,#,#
1779,1779,Burning of Fairfield,British landing force under the command of General William Tryon attacked the town / engaged and defeated its militia forces,vast majority of buildings burnt down,supplementary conflict,Fairfield / North America,Fairfield / Connecticut,British Empire,#,Q19868029,#,#,Q754635,Fairfield / Connecticut
1779,1779,Border conflicts in the Cape Colony,British colonists,#,colonial expansion / consolidation,Cape Colony,Cape Colony,British Empire / Dutch Republic,#,Q582594,#,#,Q370736,Cape Colony
1779,1779,Siege of Fort Vincennes,British versus American troops,American victory,supplementary conflict,Vincennes / Indiana,Vincennes / Indiana,British Empire / French Empire,#,Q7510029,#,#,#,#
1779,#,Battle of Guadeloupe,The Battle of Guadeloupe or the Action of 21–22 December 1779 was a naval engagement that took place off the French island of Guadeloupe in the Caribbean.,#,international,Guadeloupe island,Guadeloupe island,British Empire / Kingdom of France,#,Q19873117,#,#,#,#
1779,#,Action of 11 November 1779,British victory,British victory,international,off Lisbon / Portugal,off Lisbon / Portugal,British Empire / Portuguese Empire,#,Q4677234,#,#,#,#
1779,#,Action of 12 December 1779,British victory,British victory,international,off Punta Sal / present day Bay of Honduras,Honduras,British Empire / Spanish Empire,#,Q17509657,Q783,Honduras,#,#
1780,1780,Riot and assault,case between Thomas Warder of Alderton / co. Glouc. / farmer / plaintiff / and Robert Stephens and others / defendants / to a charge of riot and assault.,#,context unclear,Alderton / Gloustershire / England,Alderton / Gloustershire / England,British Empire,Birmingham: Archives / Heritage and Photography Service MS 3192/Acc1930-009/364156,#,#,#,#,#
1780,1780,Riot and assault,Richard Prichard / John Jones and William Jones for riot and assault.,#,context unclear,Caernarfonshire / Wales,Caernarfonshire / Wales,British Empire,Gwynedd Archives / Caernarfon Record Office XQS/1780/42,#,#,#,#,#
1780,1780,Riots,#,persons commited for riot in June 1780.,context unclear,Clerkenwell / England,Clerkenwell / England,British Empire,London Metropolitan Archives: City of London MJ/CC/V/001,#,#,#,#,#
1780,#,Englisch-Niederländischer Krieg,#,#,international,North Sea,North Sea,British Empire,#,Q576292,#,#,Q1693,North Sea
1780,1780,Gordon Riots,citizens of London protesting against Catholic Emancipaton,estimated 300-700 deaths / damaged reputation of John Wilkes and the British monarchy,religion / cultural identity,London / England,London / England,British Empire,#,Q1538124,#,#,Q84,London / England
1780,1780,Action of 7 June 1780,American frigate Hermione and HMS Iris,Inconclusive,supplementary conflict,15 miles off Long Island,15 miles off Long Island,British Empire,#,#,#,#,#,#
1780,1780,Elizabethtown and Newark Raid,British versus American forces,British tactical victory,supplementary conflict,Elizabethtown and Newark / New Jersey,Elizabethport / New Jersey,British Empire,#,Q5363882,#,#,Q138311,Elizabethport / New Jersey
1780,1780,Bird's invasion of Kentucky,British and native Americans versus American patriots,British/native American tactical victory,supplementary conflict,Kentucky County / Virginia,Kentucky County / Virginia,British Empire,#,Q4915810,Q30,United States of America,Q2882150,Kentucky County / Virginia
1780,1780,Royalton Raid,British-led native American raid in 1780 against various towns along the White River Valley in the Vermont Republic,British victory,supplementary conflict,Vermont Republic / New Connecticut,Vermont Republic / New Connecticut,British Empire / Native Americans,#,Q7375127,#,#,Q1649602,Vermont Republic / New Connecticut
1781,1781,The Revolt in Bihar,uprising by chieftains in the Indian state of Bihar against the British East India Company,#,colonial expansion / consolidation,Bihar / Asia,Bihar / Asia,British Empire,#,#,#,#,#,#
1781,#,Action of 25 February 1781,British victory,British victory,international,off Cape Finisterre / Spain,off Cape Finisterre / Spain,British Empire,#,Q16158065,#,#,#,#
1781,#,Action of 30 May 1781,British victory,British victory,international,#,#,British Empire,#,Q4677345,#,#,#,#
1781,#,Action of 2 September 1781,British victory,British victory,international,Cape Ann / Massachusetts,Cape Ann / Massachusetts,British Empire,#,Q17509662,#,#,Q1034267,Cape Ann / Massachusetts
1781,#,Pennsylvania Line Mutiny / Pennsylvania Winter Mutiny,mutiny in the American army,#,military regulations / peace-keeping,Pennsylvania / North America,Pennsylvania / USA,British Empire,#,#,#,#,#,#
