Title word,Count,Field,Type,Connotation
vvestminster,2,context,location / institution,context
wales,4,context,location / institution,context
warre,1,context,location / institution,context
warwick,1,context,location / institution,context
way,16,context,location / institution,context
ways,2,context,location / institution,context
west,13,context,location / institution,context
westmeath,1,context,location / institution,context
westminster,6,context,location / institution,context
westminsterhall,1,context,location / institution,context
wexford,2,context,location / institution,context
whitefriars,1,context,location / institution,context
world,3,context,location / institution,context
wyndham,1,context,location / institution,context
yalmeton,1,context,location / institution,context
yards,1,context,location / institution,context
hall,24,context,location / institution,context
headquarters,1,context,location / institution,context
hospital,2,context,location / institution,context
house(s),46,context,location / institution,context
highways,1,context,location / institution,context
abroad,2,context,location / institution,context
york,12,context,location / institution,context
inclosures,1,context,location / institution,context
college,1,education,location / institution,context
coffeehouse,2,food / drink,location / institution,context
kent,7,geographic,location / institution,context
kings county,1,geographic,location / institution,context
leicestershire,1,geographic,location / institution,context
europe,1,geographic,location / institution,context
leyden,1,geographic,location / institution,context
limerick,1,geographic,location / institution,context
lisbon,1,geographic,location / institution,context
london,32,geographic,location / institution,context
lower canada,1,geographic,location / institution,context
manchester,3,geographic,location / institution,context
massachusetts,4,geographic,location / institution,context
massachusetts bay,2,geographic,location / institution,context
mercat cross,1,geographic,location / institution,context
aberdeen,1,geography,location / institution,neutral
bay,3,geography,location / institution,context
berlin,2,geography,location / institution,context
birmingham,6,geography,location / institution,context
bohemia,4,geography,location / institution,context
borders,2,geography,location / institution,context
boston,16,geography,location / institution,context
boyn,1,geography,location / institution,context
bretagne,3,geography,location / institution,context
bristol,6,geography,location / institution,context
bristolbridge,1,geography,location / institution,context
britain,17,geography,location / institution,context
britannia,4,geography,location / institution,context
bromleystreet,1,geography,location / institution,context
brunswick,1,geography,location / institution,context
bunkerhill,1,geography,location / institution,context
calais,1,geography,location / institution,context
cambridge,2,geography,location / institution,context
carlile,1,geography,location / institution,context
cashire,1,geography,location / institution,context
charingcross,1,geography,location / institution,context
charlestown,1,geography,location / institution,context
chester,7,geography,location / institution,context
chiddingstone,1,geography,location / institution,context
cities,6,geography,location / institution,context
citties,1,geography,location / institution,context
city,23,geography,location / institution,context
corsica,4,geography,location / institution,context
dänemark,1,geography,location / institution,context
tipperary,3,geography,location / institution,context
amsterdam,2,national,location / institution,context
burroughs,1,political entity,location / institution,context
capitale,1,political entity,location / institution,context
colony / colonies,6,political entity,location / institution,context
kingdom,30,politics,location / institution,context
kingdom,20,politics,location / institution,context
kingdome,4,politics,location / institution,context
kingdoms,4,politics,location / institution,context
kingdons,1,politics,location / institution,context
meetinghouse,1,politics,location / institution,context
église,1,religion,location / institution,context
chapel,1,religion,location / institution,context
entred,1,context,movement / development,context
erected,3,context,movement / development,context
owen,6,context,na,context
paul,2,context,name,context
pole,2,context,name,context
baxter,1,?,name of person &/or place,context
achilles,1,context,name of person &/or place,neutral
adolfi,1,context,name of person &/or place,context
adolfs,2,context,name of person &/or place,context
albemarle,3,context,name of person &/or place,context
alex,8,context,name of person &/or place,context
alexander,6,context,name of person &/or place,context
alexr,1,context,name of person &/or place,context
almon,1,context,name of person &/or place,context
ambrose,1,context,name of person &/or place,context
anbrose,1,context,name of person &/or place,context
andre/andré,8,context,name of person &/or place,context
andrew,5,context,name of person &/or place,context
andrews,1,context,name of person &/or place,context
anselme,1,context,name of person &/or place,context
antoine,1,context,name of person &/or place,context
argile,1,context,name of person &/or place,context
argus,1,context,name of person &/or place,context
argyll,4,context,name of person &/or place,context
argylls,1,context,name of person &/or place,context
arlus,3,context,name of person &/or place,context
arnald,1,context,name of person &/or place,context
arnes,1,context,name of person &/or place,context
arnold,1,context,name of person &/or place,context
arthur,2,context,name of person &/or place,context
atkyns,1,context,name of person &/or place,context
audibert,1,context,name of person &/or place,context
aylmer,2,context,name of person &/or place,context
balfour,2,context,name of person &/or place,context
barker,1,context,name of person &/or place,context
bastwick,1,context,name of person &/or place,context
bean,2,context,name of person &/or place,context
bedford,1,context,name of person &/or place,context
benjamin,6,context,name of person &/or place,context
bentham,1,context,name of person &/or place,context
bernetto,1,context,name of person &/or place,context
bethel,1,context,name of person &/or place,context
bethlem,1,context,name of person &/or place,context
binns,2,context,name of person &/or place,context
bragg,1,context,name of person &/or place,context
brambre,1,context,name of person &/or place,context
brooke,1,context,name of person &/or place,context
burke,2,context,name of person &/or place,context
burton,1,context,name of person &/or place,context
byng,1,context,name of person &/or place,context
carroe,1,context,name of person &/or place,context
carteret,1,context,name of person &/or place,context
carterlane,1,context,name of person &/or place,context
cartwright,1,context,name of person &/or place,context
christina,3,context,name of person &/or place,context
christinae,1,context,name of person &/or place,context
christopher,1,context,name of person &/or place,context
clarke,1,context,name of person &/or place,context
clotworthy,1,context,name of person &/or place,context
coigley,1,context,name of person &/or place,context
colepeper,2,context,name of person &/or place,context
colyear,1,context,name of person &/or place,context
condé,1,context,name of person &/or place,context
craggs,1,context,name of person &/or place,context
culemborg,1,context,name of person &/or place,context
cumberland,6,context,name of person &/or place,context
custo,5,context,name of person &/or place,context
daniel,5,context,name of person &/or place,context
darcy,1,context,name of person &/or place,context
davis,1,context,name of person &/or place,context
definchley,1,context,name of person &/or place,context
defoe,2,context,name of person &/or place,context
delafaye,1,context,name of person &/or place,context
delamere,2,context,name of person &/or place,context
delmahoy,2,context,name of person &/or place,context
delphini,1,context,name of person &/or place,context
demail,1,context,name of person &/or place,context
denison,2,context,name of person &/or place,context
denys,1,context,name of person &/or place,context
desmonds,1,context,name of person &/or place,context
devereux,1,context,name of person &/or place,context
devon,3,context,name of person &/or place,context
dominick,1,context,name of person &/or place,context
downe,1,context,name of person &/or place,context
downie,3,context,name of person &/or place,context
drummond,1,context,name of person &/or place,context
duettoin,1,context,name of person &/or place,context
dugdales,1,context,name of person &/or place,context
dundee,2,context,name of person &/or place,context
dundees,1,context,name of person &/or place,context
edenberry,1,context,name of person &/or place,context
edmonds,1,context,name of person &/or place,context
edmundbury,1,context,name of person &/or place,context
edward,6,context,name of person &/or place,context
edwards,1,context,name of person &/or place,context
egremont,1,context,name of person &/or place,context
elias,1,context,name of person &/or place,context
elizabeths,1,context,name of person &/or place,context
elliot,1,context,name of person &/or place,context
emmanuel,1,context,name of person &/or place,context
everhardo,1,context,name of person &/or place,context
eyre,2,context,name of person &/or place,context
eyres,1,context,name of person &/or place,context
fayette,1,context,name of person &/or place,context
feagan,1,context,name of person &/or place,context
ferdinand,1,context,name of person &/or place,context
ferguson,1,context,name of person &/or place,context
finney,1,context,name of person &/or place,context
fox,1,context,name of person &/or place,context
frances,1,context,name of person &/or place,context
francis,4,context,name of person &/or place,context
frazer,1,context,name of person &/or place,context
frederick,2,context,name of person &/or place,context
fridericus,1,context,name of person &/or place,context
friedrich,1,context,name of person &/or place,context
gaffney,1,context,name of person &/or place,context
galloway,1,context,name of person &/or place,context
gascogne,1,context,name of person &/or place,context
gastaldi,1,context,name of person &/or place,context
geo[rge],27,context,name of person &/or place,context
georg,23,context,name of person &/or place,context
george,21,context,name of person &/or place,context
georges,1,context,name of person &/or place,context
gérard,1,context,name of person &/or place,context
gerhard,1,context,name of person &/or place,context
germain,2,context,name of person &/or place,context
gilbert,1,context,name of person &/or place,context
gildas,1,context,name of person &/or place,context
giles,1,context,name of person &/or place,context
gilly,1,context,name of person &/or place,context
giovanni,1,context,name of person &/or place,context
gladsmuir,1,context,name of person &/or place,context
gloucester,1,context,name of person &/or place,context
godfrey,1,context,name of person &/or place,context
goertz,1,context,name of person &/or place,context
gordon / gordon's,6,context,name of person &/or place,context
gosport,1,context,name of person &/or place,context
gottfried,1,context,name of person &/or place,context
granard,1,context,name of person &/or place,context
guillaume,1,context,name of person &/or place,context
gustav,3,context,name of person &/or place,context
gustavi,1,context,name of person &/or place,context
gyllenborg,1,context,name of person &/or place,context
hamilton,5,context,name of person &/or place,context
hamiltons,1,context,name of person &/or place,context
hardings,1,context,name of person &/or place,context
hardy,2,context,name of person &/or place,context
harrison,2,context,name of person &/or place,context
hartley,1,context,name of person &/or place,context
hayes,1,context,name of person &/or place,context
henri,4,context,name of person &/or place,context
henrich,3,context,name of person &/or place,context
henrichs,2,context,name of person &/or place,context
henry,10,context,name of person &/or place,context
hepburne,1,context,name of person &/or place,context
herald,1,context,name of person &/or place,context
hervey,1,context,name of person &/or place,context
hickes,2,context,name of person &/or place,context
hogan,1,context,name of person &/or place,context
hogarth,3,context,name of person &/or place,context
holborn / holbourn,2,context,name of person &/or place,context
hoogheden,1,context,name of person &/or place,context
howe,3,context,name of person &/or place,context
hubert,1,context,name of person &/or place,context
hugh,2,context,name of person &/or place,context
hughes,1,context,name of person &/or place,context
humphreys,1,context,name of person &/or place,context
hutchinson,1,context,name of person &/or place,context
hutton,1,context,name of person &/or place,context
iames,1,context,name of person &/or place,context
roy,2,context,name of person &/or place,context
isaac,2,context,name of person &/or place,context
jack,8,context,name of person &/or place,context
jackson,3,context,name of person &/or place,context
jacksons,1,context,name of person &/or place,context
jacob,20,context,name of person &/or place,context
jacobi,16,context,name of person &/or place,context
jacobum,2,context,name of person &/or place,context
jacobus,1,context,name of person &/or place,context
jacques,4,context,name of person &/or place,context
jakob,1,context,name of person &/or place,context
james,38,context,name of person &/or place,context
jamess,3,context,name of person &/or place,context
januarius,1,context,name of person &/or place,context
jaques,1,context,name of person &/or place,context
jas,1,context,name of person &/or place,context
jc,1,context,name of person &/or place,context
jefferson,1,context,name of person &/or place,context
jenkins,1,context,name of person &/or place,context
jeremiah,2,context,name of person &/or place,context
jeremy,1,context,name of person &/or place,context
johann,1,context,name of person &/or place,context
john,52,context,name of person &/or place,context
johnson,3,context,name of person &/or place,context
johnston,1,context,name of person &/or place,context
jones,1,context,name of person &/or place,context
joseph,3,context,name of person &/or place,context
joyces,1,context,name of person &/or place,context
kenneth,2,context,name of person &/or place,context
kildar,3,context,name of person &/or place,context
kildare,2,context,name of person &/or place,context
kirkton,1,context,name of person &/or place,context
kreienbergs,1,context,name of person &/or place,context
langton,1,context,name of person &/or place,context
leary,2,context,name of person &/or place,context
ledwitch,1,context,name of person &/or place,context
lemaitre,1,context,name of person &/or place,context
leonard,2,context,name of person &/or place,context
leslie,1,context,name of person &/or place,context
leveridge,1,context,name of person &/or place,context
leverland,1,context,name of person &/or place,context
lintots,1,context,name of person &/or place,context
lisduffe,1,context,name of person &/or place,context
livingston(s),1,context,name of person &/or place,context
lochow,1,context,name of person &/or place,context
macallen,1,context,name of person &/or place,context
maccan,1,context,name of person &/or place,context
maccartney,4,context,name of person &/or place,context
macdonald,1,context,name of person &/or place,context
macgregor,1,context,name of person &/or place,context
macintosh,1,context,name of person &/or place,context
mackenzie,1,context,name of person &/or place,context
mackintosh,4,context,name of person &/or place,context
maidstone,2,context,name of person &/or place,context
martins,1,context,name of person &/or place,context
mclane,1,context,name of person &/or place,context
megdalen,1,context,name of person &/or place,context
meighans,1,context,name of person &/or place,context
mercury,1,context,name of person &/or place,context
merkur,1,context,name of person &/or place,context
merlin,1,context,name of person &/or place,context
merrick,1,context,name of person &/or place,context
michael,2,context,name of person &/or place,context
mickle,1,context,name of person &/or place,context
molyneux,1,context,name of person &/or place,context
monasticon,1,context,name of person &/or place,context
monmouth,7,context,name of person &/or place,context
montauban,1,context,name of person &/or place,context
montfort,1,context,name of person &/or place,context
montgomery,1,context,name of person &/or place,context
montrose,1,context,name of person &/or place,context
mordecais,1,context,name of person &/or place,context
mortimer,1,context,name of person &/or place,context
mottes,1,context,name of person &/or place,context
mullan,1,context,name of person &/or place,context
munster,1,context,name of person &/or place,context
murray,3,context,name of person &/or place,context
nat,48,context,name of person &/or place,context
nathaniel,2,context,name of person &/or place,context
nelson,1,context,name of person &/or place,context
nepean,1,context,name of person &/or place,context
neptune,1,context,name of person &/or place,context
nesmond,1,context,name of person &/or place,context
nettleham,1,context,name of person &/or place,context
nevil,2,context,name of person &/or place,context
neville,1,context,name of person &/or place,context
nicholas,3,context,name of person &/or place,context
nikolaus,1,context,name of person &/or place,context
nugent,1,context,name of person &/or place,context
ocoigly,1,context,name of person &/or place,context
oconnor,2,context,name of person &/or place,context
odolphus,2,context,name of person &/or place,context
ogilvie,1,context,name of person &/or place,context
oldham,1,context,name of person &/or place,context
oliver,2,context,name of person &/or place,context
ormond,2,context,name of person &/or place,context
osborns,1,context,name of person &/or place,context
paine,1,context,name of person &/or place,context
parker,2,context,name of person &/or place,context
patrick,2,context,name of person &/or place,context
perth,2,context,name of person &/or place,context
perthshire,1,context,name of person &/or place,context
peter,6,context,name of person &/or place,context
peters,1,context,name of person &/or place,context
philip,2,context,name of person &/or place,context
philipp,1,context,name of person &/or place,context
phillis,1,context,name of person &/or place,context
picart,1,context,name of person &/or place,context
plunket,1,context,name of person &/or place,context
poe,11,context,name of person &/or place,context
pombal,1,context,name of person &/or place,context
porteous,7,context,name of person &/or place,context
priestley,2,context,name of person &/or place,context
priestleys,1,context,name of person &/or place,context
prynn,1,context,name of person &/or place,context
pufendorf,2,context,name of person &/or place,context
pufendorfii,1,context,name of person &/or place,context
quigley,1,context,name of person &/or place,context
quinquenpoix,1,context,name of person &/or place,context
rakewell,1,context,name of person &/or place,context
raphoe,2,context,name of person &/or place,context
raymond,1,context,name of person &/or place,context
rayner,1,context,name of person &/or place,context
reid,1,context,name of person &/or place,context
reily,1,context,name of person &/or place,context
rejohn,1,context,name of person &/or place,context
rhuis,1,context,name of person &/or place,context
richard,5,context,name of person &/or place,context
rob,38,context,name of person &/or place,context
robert,23,context,name of person &/or place,context
robertson,2,context,name of person &/or place,context
robethons,1,context,name of person &/or place,context
robinson,3,context,name of person &/or place,context
roches,3,context,name of person &/or place,context
rochester,2,context,name of person &/or place,context
rochford,3,context,name of person &/or place,context
rochfords,1,context,name of person &/or place,context
rockingham,1,context,name of person &/or place,context
roger,1,context,name of person &/or place,context
ronaldson,1,context,name of person &/or place,context
rondeau,1,context,name of person &/or place,context
rosscrea,1,context,name of person &/or place,context
rouen,1,context,name of person &/or place,context
rouquet,1,context,name of person &/or place,context
rousseau,1,context,name of person &/or place,context
ruffhead,1,context,name of person &/or place,context
russell,1,context,name of person &/or place,context
rutland,1,context,name of person &/or place,context
ryder,1,context,name of person &/or place,context
ryland,1,context,name of person &/or place,context
sacheverell,1,context,name of person &/or place,context
samuel,4,context,name of person &/or place,context
samuelis,1,context,name of person &/or place,context
sarah,1,context,name of person &/or place,context
sheridan,1,context,name of person &/or place,context
skeffington,1,context,name of person &/or place,context
slingsby,1,context,name of person &/or place,context
smith,3,context,name of person &/or place,context
somers,2,context,name of person &/or place,context
spottiswoodes,1,context,name of person &/or place,context
stanhope,1,context,name of person &/or place,context
stepney,1,context,name of person &/or place,context
strahan,2,context,name of person &/or place,context
strahans,1,context,name of person &/or place,context
stuardin,1,context,name of person &/or place,context
stuart,5,context,name of person &/or place,context
sunderland,1,context,name of person &/or place,context
thomas,19,context,name of person &/or place,context
thomass,1,context,name of person &/or place,context
tom,8,context,name of person &/or place,context
tomlison,1,context,name of person &/or place,context
tresilian,1,context,name of person &/or place,context
tyrconnell,1,context,name of person &/or place,context
tyrie,2,context,name of person &/or place,context
urquhart,1,context,name of person &/or place,context
wallingwells,1,context,name of person &/or place,context
wallis,3,context,name of person &/or place,context
walpole,1,context,name of person &/or place,context
walter,1,context,name of person &/or place,context
washington,7,context,name of person &/or place,context
wat,11,context,name of person &/or place,context
watt,4,context,name of person &/or place,context
webb,1,context,name of person &/or place,context
wentworth,1,context,name of person &/or place,context
wharton,1,context,name of person &/or place,context
whittington,1,context,name of person &/or place,context
wightman,1,context,name of person &/or place,context
wilhelm,7,context,name of person &/or place,context
wilkes,1,context,name of person &/or place,context
wilkins,3,context,name of person &/or place,context
wilkinson,2,context,name of person &/or place,context
william,39,context,name of person &/or place,context
williambourg,1,context,name of person &/or place,context
williamsburgh,2,context,name of person &/or place,context
williamson,1,context,name of person &/or place,context
wilson,2,context,name of person &/or place,context
winchester,1,context,name of person &/or place,context
windham,1,context,name of person &/or place,context
windsor,2,context,name of person &/or place,context
wingfield,1,context,name of person &/or place,context
wogan,1,context,name of person &/or place,context
wolfe,1,context,name of person &/or place,context
worbey,1,context,name of person &/or place,context
worcester,1,context,name of person &/or place,context
worsley,2,context,name of person &/or place,context
wymondham,1,context,name of person &/or place,context
campbell,4,genealogy / dynasty,name of person &/or place,context
kintyre,1,geographic,name of person &/or place,context
knockinroe,1,geographic,name of person &/or place,context
berkenhead,1,geography,name of person &/or place,context
marlborough,2,military,name of person &/or place,context
mars,2,military,name of person &/or place,context
ann,52,politics,name of person &/or place,context
anna,1,politics,name of person &/or place,context
anne,18,politics,name of person &/or place,context
bernard,2,politics,name of person &/or place,context
leibniz,2,politics,name of person &/or place,context
louis,2,politics,name of person &/or place,context
lovats,1,politics,name of person &/or place,context
lovett,1,politics,name of person &/or place,context
ludovicus,1,politics,name of person &/or place,context
mary,3,religion or politics,name of person &/or place,context
belhavens,1,,name of person &/or place,context
cedar,1,context,nature,context
dangerous,2,context,negative effect or emotion,context
d'affaires,1,context,news,context
hundred,4,context,number,context
assemblée,1,context,person,context
leader,3,context,person,context
leaders,1,context,person,context
leute,3,context,person,context
lewis,2,context,person,context
lewiss,1,context,person,context
maintainers,1,context,person,context
mob,6,context,person,context
negro,1,context,person,context
offenders,1,context,person,context
officer,13,context,person,context
officers,9,context,person,context
official,6,context,person,context
party,2,context,person,context
peece,2,context,person,context
justicegeneral,1,law,person,context
justices,17,law,person,context
lawyer,1,law,person,context
legions,2,military,person,context
mercenary / mercenaries,1,military,person,context
königreichen,2,politics,person,context
königscrohne,1,politics,person,context
mar,52,politics,person,context
partheyen,1,context,person ,context
burgh,32,context,person & building?,context
abercromby,1,context,person / title / group,neutral
abraham,2,context,person / title / group,context
agent,1,context,person / title / group,context
artists,1,context,person / title / group,context
attendants,1,context,person / title / group,context
author(s),24,context,person / title / group,context
authorities,1,context,person / title / group,context
bakers,1,context,person / title / group,context
thorpe,1,context,person / title / group,context
blanchard,2,context,person / title / group,context
boitard,1,context,person / title / group,context
boudinot,1,context,person / title / group,context
bowen,1,context,person / title / group,context
bower(s),2,context,person / title / group,context
boyse,1,context,person / title / group,context
burleigh,3,context,person / title / group,context
burnett,2,context,person / title / group,context
caroli,1,context,person / title / group,context
carolus,1,context,person / title / group,context
character,5,context,person / title / group,context
characters,2,context,person / title / group,context
charles,19,context,person / title / group,context
chief,16,context,person / title / group,context
chiefe,2,context,person / title / group,context
children,4,context,person / title / group,context
chodowiecki,1,context,person / title / group,context
clark,2,context,person / title / group,context
clerk,4,context,person / title / group,context
coalition,1,context,person / title / group,context
col[onel],32,context,person / title / group,context
collins,2,context,person / title / group,context
consul,2,context,person / title / group,context
coshart,1,context,person / title / group,context
cowall,1,context,person / title / group,context
creditors,2,context,person / title / group,context
crew,1,context,person / title / group,context
cupids,1,context,person / title / group,context
dames,1,context,person / title / group,context
governor(s),8,context,person / title / group,context
guard,6,context,person / title / group,context
guardian,1,context,person / title / group,context
guide,1,context,person / title / group,context
gullivers,1,context,person / title / group,context
herrn,2,context,person / title / group,context
hertzog,2,context,person / title / group,context
hood,2,context,person / title / group,context
hospitaler,1,context,person / title / group,context
housebreakers,1,context,person / title / group,context
householders,1,context,person / title / group,context
hume,1,context,person / title / group,context
hüneken,2,context,person / title / group,context
gemahlin,1,context,person / title / group,context
könig,1,context,person / title / group,context
immigrants,1,context,person / title / group,context
incendiaries,1,context,person / title / group,context
individuals,1,context,person / title / group,context
jacobite,10,context,person / title / group,negative
jesuiten,1,context,person / title / group,context
jesuitischen,1,context,person / title / group,context
jesuits,1,context,person / title / group,context
jews,1,context,person / title / group,context
judge,10,context,person / title / group,context
backmeister,1,economy,person / title / group,context
bookseller(s),3,information / communication,person / title / group,context
juniuss,1,information / communication,person / title / group,context
abettors,2,law,person / title / group,negative
barrister,1,law,person / title / group,context
judges,1,law,person / title / group,context
judico,1,law,person / title / group,context
jurors,1,law,person / title / group,context
jury,3,law,person / title / group,context
colonel,2,military,person / title / group,context
comander,1,military,person / title / group,context
commander(s),9,military,person / title / group,context
britons,1,national,person / title / group,context
brittains,1,national,person / title / group,context
chamberlaine,1,politics,person / title / group,context
champell,1,politics,person / title / group,context
chancellor,1,politics,person / title / group,context
citizens,2,politics,person / title / group,context
cityguard,2,politics,person / title / group,context
conspirators,1,politics,person / title / group,context
könige,1,politics,person / title / group,context
kaiser,1,politics,person / title / group,context
kanzlei,1,politics,person / title / group,context
kayserl,1,politics,person / title / group,context
butler,1,profession,person / title / group,context
cammerpage,1,profession,person / title / group,context
abbé,2,religion,person / title / group,neutral
archbishop,4,religion,person / title / group,context
bishop,9,religion,person / title / group,context
cardinal,1,religion,person / title / group,context
catholic(s),9,religion,person / title / group,context
chaplains,1,religion,person / title / group,context
clergé,1,religion,person / title / group,context
clergy,3,religion,person / title / group,context
herzöge,1,context,person / title / group,context
highlandclans,1,context,person / title / group,context
highlanders,1,context,person / title / group,context
highness,7,context,person / title / group,context
hns,6,context,person / title / group,context
hoheit,3,context,person / title / group,context
head(s),12,context,person / title / group,context
abdanckung,2,politics,(power) relation / posession,negative
abdicationem,1,politics,(power) relation / posession,negative
abject,1,politics,(power) relation / posession,negative
abolish,5,politics,(power) relation / posession,context
abolishing,4,politics,(power) relation / posession,context
absetzung,1,politics,(power) relation / posession,context
adjournment,1,politics,info,neutral
adlers,1,politics,political or legal action,context
administer,2,politics,political or legal action,context
administering,1,politics,political or legal action,context
adminstering,1,politics,political or legal action,context
ernst,3,context,quality / status,context
experience,1,context,quality / status,context
ghostly,1,context,quality / status,context
mercy,1,religion,quality / status,context
merit,2,context,quality / status,context
military,9,context,quality / status,context
national,6,context,quality / status,context
naturalization,1,context,quality / status,context
nature,3,context,quality / status,context
naval,3,context,quality / status,context
near,4,context,quality / status,context
necessary,3,context,quality / status,context
need,1,context,quality / status,context
neighbouring,1,context,quality / status,context
number,5,context,quality / status,context
numbers,1,context,quality / status,context
obsolete,1,context,quality / status,context
obtaind,1,context,quality / status,context
obtaining,1,context,quality / status,context
obviating,1,context,quality / status,context
occasionally,1,context,quality / status,context
occasion'd /occasioned,5,context,quality / status,context
occasions,1,context,quality / status,context
occupied,1,context,quality / status,context
odious,3,context,quality / status,context
offended,2,context,quality / status,context
öffentlicher,1,context,quality / status,context
open,5,context,quality / status,context
optimistically,1,context,quality / status,context
orange,2,context,quality / status,context
orangie,1,context,quality / status,context
oranie,6,context,quality / status,context
oranien,5,context,quality / status,context
ordinary,3,context,quality / status,context
others,13,context,quality / status,context
otherwise,2,context,quality / status,context
outrageous,1,context,quality / status,context
pacis,1,context,quality / status,context
payable,1,context,quality / status,context
penal,3,context,quality / status,context
perfidious,1,context,quality / status,context
philanthropic,1,context,quality / status,context
plain,9,context,quality / status,context
pleasant,1,context,quality / status,context
pleasing,1,context,quality / status,context
poor,2,context,quality / status,context
popish,3,context,quality / status,context
popular,1,context,quality / status,context
populi,4,context,quality / status,context
positive,1,context,quality / status,context
practicable,1,context,quality / status,context
preachd,3,context,quality / status,context
preached,5,context,quality / status,context
principally,1,context,quality / status,context
private,14,context,quality / status,context
privé,2,context,quality / status,context
privileges,1,context,quality / status,context
probable,1,context,quality / status,context
probably,1,context,quality / status,context
proceeded,1,context,quality / status,context
proceeding,15,context,quality / status,context
proceedings,13,context,quality / status,context
every,4,context,quality / status,context
évidemment,1,context,quality / status,context
evil,8,context,quality / status,context
evildisposed,1,context,quality / status,context
evill,2,context,quality / status,context
evils,2,context,quality / status,context
exalted,1,context,quality / status,context
excellence,1,context,quality / status,context
excellent,7,context,quality / status,context
extraordinary,2,context,quality / status,context
faiblesse,1,context,quality / status,context
fiery,1,context,quality / status,context
financial,9,context,quality / status,context
firmly,1,context,quality / status,context
five,3,context,quality / status,context
folly,1,context,quality / status,context
force(s),16,context,quality / status,context
foreign,3,context,quality / status,context
former,13,context,quality / status,context
formerly,1,context,quality / status,context
fortunate,1,context,quality / status,context
fortunatus,2,context,quality / status,context
forty,3,context,quality / status,context
fortyfifth,1,context,quality / status,context
fourth,4,context,quality / status,context
friendly,2,context,quality / status,context
frier,2,context,quality / status,context
full,13,context,quality / status,context
fuller,1,context,quality / status,context
fully,5,context,quality / status,context
funffzehn,1,context,quality / status,context
gathered,1,context,quality / status,context
geheimen,2,context,quality / status,context
gemeinen,1,context,quality / status,context
gewesener,1,context,quality / status,context
ingratitude,1,context,quality / status,context
tender,10,context,quality / status,context
tenth,1,context,quality / status,context
terminating,1,context,quality / status,context
terminer,3,context,quality / status,context
duty,1,context,quality / status,context
old,1,context,quality / status,context
thousand,5,context,quality / status,context
three,8,context,quality / status,context
traiterous,3,context,quality / status,context
treasonable,2,context,quality / status,context
tres,9,context,quality / status,context
tresexcellent,1,context,quality / status,context
treshaut,2,context,quality / status,context
trespuissant,1,context,quality / status,context
triumphal,1,context,quality / status,context
true,13,context,quality / status,context
truest,1,context,quality / status,context
truly,1,context,quality / status,context
tryumphant,2,context,quality / status,context
tumultuary,1,context,quality / status,context
tumultuous,1,context,quality / status,context
tuo,4,context,quality / status,context
türck,1,context,quality / status,context
twelfth,1,context,quality / status,context
twelth,1,context,quality / status,context
twelve,5,context,quality / status,context
twentieth,1,context,quality / status,context
twentyfifth,1,context,quality / status,context
twentyfirst,1,context,quality / status,context
twentyfourth,2,context,quality / status,context
twentysecond,2,context,quality / status,context
twentysixth,1,context,quality / status,context
twentythird,1,context,quality / status,context
tyrannical,1,context,quality / status,context
umständlich,1,context,quality / status,context
unalterable,1,context,quality / status,context
unanimously,1,context,quality / status,context
unlawful,1,context,quality / status,context
uncommon,2,context,quality / status,context
unglückseeligen,1,context,quality / status,context
united,10,context,quality / status,context
uniting,1,context,quality / status,context
universal,3,context,quality / status,context
universally,1,context,quality / status,context
unjustly,1,context,quality / status,context
très religieux,1,religion,quality / status,context
grays,1,context,quality / status,context
greens,1,context,quality / status,context
especially,2,context,quality / status,context
faith,3,religion,quality / status,context
fatal,1,context,quality / status,context
form,42,context,quality / status,context
foundation,1,context,quality / status,context
founded,3,context,quality / status,context
gefährliche(n),3,context,quality / status,context
geschlossen,2,context,quality / status,context
gesetzte,1,context,quality / status,context
gestalt,2,context,quality / status,context
maxium,1,context,quality / status,context
modern,1,context,quality / status,context
moral,2,context,quality / status,context
mort,4,context,quality / status,context
mortal,2,context,quality / status,context
much,2,context,quality / status,context
northern,1,context,quality / status,context
notorious,1,context,quality / status,context
common,38,context,quality / status,context
commonly,5,context,quality / status,context
constitutional,2,context,quality / status,context
contempt,1,context,quality / status,context
continental,7,context,quality / status,context
controversial,1,context,quality / status,context
convicted,1,context,quality / status,context
convicting,5,context,quality / status,context
conviction,2,context,quality / status,context
corrupting,1,context,quality / status,context
cougious,1,context,quality / status,context
cowardly,1,context,quality / status,context
critical,1,context,quality / status,context
ensuing,2,context,quality / status,context
entirely,2,context,quality / status,context
equal,1,context,quality / status,context
esteemed,1,context,quality / status,context
conscience,1,religion,quality / status,context
ability,1,agency,quality / status,positive
barbarous,3,conflict,quality / status,context
barbarously,1,conflict,quality / status,context
burned,2,conflict,quality / status,context
burning,2,conflict,quality / status,context
challengd,1,conflict / violence,quality / status,context
passion,1,context,quality / status,context
patience,1,context,quality / status,context
absence,1,context,quality / status,negative
admired,1,context,quality / status,context
advanced,1,context,quality / status,context
advantage(s),19,context,quality / status,context
advantages,9,context,quality / status,context
affected,1,context,quality / status,context
agreed,2,context,quality / status,context
alarmed,1,context,quality / status,context
alive,2,context,quality / status,context
ambiguous,1,context,quality / status,context
ample,3,context,quality / status,context
angesehen,1,context,quality / status,context
angrily,1,context,quality / status,context
annihilated,1,context,quality / status,context
annihilation,1,context,quality / status,context
appear,3,context,quality / status,context
appearance,1,context,quality / status,context
appearing,1,context,quality / status,context
approving,3,context,quality / status,context
