"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"HJ27RV37","book","1994","Pittock, Murray","Poetry and Jacobite politics in eighteenth-century Britain and Ireland","","0-521-41092-4","","","","","1994","2020-06-03 15:33:34","2020-06-03 15:33:34","","","1 online resource (xiii, 254 p.)","","","","","Poetry","","","","","Cambridge University Press","Cambridge/New York","en","","","Copac","","Copac","","","","","","European Islands; Ireland; Poetry; Literature; Policits; Politics and literature; Politics and government; Politics and literature -- Great Britain -- History -- 18th century.; Music; Engels.; Jacobites (refugees); Jacobites (Syrian Christians); Literary History; Poésie anglaise -- 18e siècle -- Histoire et critique.; Politics and government -- 18th century.; Politics and literature -- Great Britain -- History and criticism; Politiek.; Politik.; Politique et littérature -- Grande-Bretagne -- 18e siècle.; Politique et littérature -- Irlande -- 18e siècle.; Popular Literature","","American Council of Learned Societies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JSP4JGX6","book","1704","Anon.","Hereditary Succession in the Protestant Line unalterable. In answer to the Scots Bill of Security.","","","","","","","1704","2020-06-03 15:33:34","2020-06-03 15:33:34","","","27 p. ; 4º.","","","","","","","","","","W. Rogers","London","","","","Copac","","Copac","","","","","","#ActofUnion_ActofSettlement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H3IW5Q5N","book","1745","Arbuthnot, John","A sermon preach'd to the people at the Mercat-Cross of Edinburgh on the subject of the Union in 1706, while the act for uniting, the two kingdoms was depending before the Parliament there. With a preface by the editor, setting forth the advantages which have, in fact, accrued to the Kingdom of Scotland by its Union with England.","","","","","","","1745","2020-06-03 15:33:34","2020-06-03 15:33:34","","","8o, 19 cm; 31, [1]p.","","","","","Sermon","","","","","J. Roberts","London","English","","","","","Copac","","","","","","Sermon; English -- 18th century.; Act Of Union; Edinburgh. Sermons; Scotland. Act of Union; Sermons. 1706; #ActofUnion_ActofSettlement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A8CM9DUX","book","1737","Belhaven, John Hamilton, Baron, 1656-1708. [Main author]","Belhaven's three speeches : as also the articles of the union as ratified in Parliament, January 16th, 1707 : with the tenor of the act for securing the Protestant religion, and presbyterian church-government.","","","","","","","1737","2020-06-03 15:33:34","2020-06-03 15:33:34","","","[2] : 62 p. ; 15 cm (8vo)","","","","","","","","","","s.n.","Edinburgh","English","","","Copac","","Copac","","","","","","1707; Scotland -- History -- Union; #ActofUnion_ActofSettlement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"83C8X249","book","1706","Defoe, Daniel","The Advantages of Scotland by an Incorporate Union with England, compar'd with these [sic] of a coalition with the Dutch, or league with France. In answer to a pamphlet, call'd, The Advantages of the Act of Security, &c. To which is added, a postscipt in answer to the Letter concerning the Consequence of an Incorporating Union","","","","","","","1706","2020-06-03 15:33:34","2020-06-03 15:33:34","","","35 p. ; 4º.","","","","","Advantages","","","","","s.n.","[Edinburgh]","English","","","Copac","","Copac","","","","","","#ActofUnion_ActofSettlement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MBNDW4DX","book","1707","Black, William","A reply to the authors of The advantages of Scotland by an incorporate union; and of the Fifth essay, at removing national prejudices. Or, a vindication of the author of The advantages of the Act of Security","","","","","","","1707","2020-06-03 15:33:34","2020-06-03 15:33:34","","","32p. ; 4⁰.","","","","","Reply","","","","","s.n.","[Edinburgh]","English","","","Copac","","Copac","","","","","","#ActofUnion_ActofSettlement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CEDMCLUQ","book","1707","Parliament of Scotland","In the Parliament the 16 of January 1707 : a vote was put, approve of the act ratifying and approving the treaty of union of the two kingdoms of Scotland and England, ... and the list of the members names as they voted","","","","","","","1707","2020-06-03 15:33:34","2020-06-03 15:33:34","","","1 sheet ; 1/2°.","","","","","","","","","","s.n.","[Edinburgh","English","","","Copac","","Copac","","","","","","#ActofUnion_ActofSettlement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TX7WA2NS","book","1707","Parliament of Scotland","In the Parliament the 10th day of January 1707 : a vote was stated in these terms, add a clause to the twenty second article of union in the following terms, that so long as that part of the second act anno 25. ch. 2d. appointing a sacramental test shall stand in force in England, all persons bearing office within the limits of Scotland, ... shall swear and sign a formula subjoyned to the said clause, ... and the list of the members as they voted, ...","","","","","","","1707","2020-06-03 15:33:34","2020-06-03 15:33:34","","","1 sheet ; obl.1/2°.","","","","","","","","","","s.n.","[Edinburgh","English","","","Copac","","Copac","","","","","","#ActofUnion_ActofSettlement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XIIDYLYK","book","1707","CAMPBELL, Dugald","A Reply to the Authors of the Advantages of Scotland by an incorporate union; and of the Fifth Essay at removing National Prejudices [Both works by Daniel Defoe]. Or, a vindication of the author [Patrick Abercromby] of the Advantages of the Act of Security, in opposition to the Incorporating Union","","","","","","","1707","2020-06-03 15:33:34","2020-06-03 15:33:34","","","32 p. ; 4º.","","","","","","","","","","s.n.","[Edinburgh]","","","","Copac","","Copac","","","","","","#ActofUnion_ActofSettlement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QAALXYFG","book","1747","Anon.","Observations upon a bill, entituled, An act for taking away, and abolishing the heritable jurisdictions in that part of Great Britain called Scotland : and for restoring such jurisdictions to the Crown ... and for rendering the Union more complete; Obs. I. That the abolishing heritable jurisdictions ... will tend to dissolve it ... II. That no equivalent or satisfaction in money can be assessed ... III. That the regulations touching Sheriff and Steward-deputes ... are attended with inconveniences. IV. That to raise and discuss suspensions before the Circuit Court is ... against the Treaty of Union. V. That an attempt to introduce conformity betwixt our Circuit Courts ... and the Assizes or Commissions of nisi prius in England is ... against our Constitution. VI. That the tendency of this bill is to undermine the British Constitution, and advance the Jacobite interest ...","","","","","","","1747","2020-06-03 15:33:34","2020-06-03 15:33:34","","","","","","","","Observations","","","","","s.n.","Edinburgh","","","","Copac","","Copac","","","","","","#ActofUnion_ActofSettlement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELIHTBLM","book","1706","Defoe, Daniel [alleged author]","A Seasonable warning: or the Pope and King of France unmasked. [A pamphlet in favour of the Act of Union]","","","","","","","1706","2020-06-03 15:33:34","2020-06-03 15:33:34","","","16 p. ; 4º.","","","","","","","","","","s.n.","[Edinburgh]","","","","Copac","","Copac","","","","","","Louis XIV, King of France, 1638-1715.; Clement XI, Pope, 1649-1721.; #ActofUnion_ActofSettlement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M69QULA6","book","1706","Abercromby, Patrick [alleged author]","The advantages of the Act of Security, compar'd with these of the intended Union: founded on the Revolution-principles publish'd by Mr. Daniel De Foe","","","","","","","1706","2020-06-03 15:33:34","2020-06-03 15:33:34","","","36p : 4to","","","","","Advantages","","","","","s.n.","[Edinburgh]","","","","Copac","","Copac","","http://galenet.galegroup.com/servlet/ECCO?c=1&stp=Author&ste=11&af=BN&ae=T062791&tiPG=1&dd=0&dc=flc&docNum=CW105704561&vrsn=1.0&srchtp=a&d4=0.33&n=10&SU=0LRL+OR+0LRI","","","","#ActofUnion_ActofSettlement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MY7LZ9D4","book","1707","Nicolson, William","The blessings of the sixth year [electronic resource] : A sermon preach'd before the Queen at St. James's Chappel, on her inauguration day, two days after passing the union act. By the Right Reverend Father in God, William Lord Bishop of Carlile. Pubslish'd by Her Majesty's special command.","","","","","","","1707","2020-06-03 15:33:34","2020-06-03 15:33:34","","","12p. ; 4⁰.","","","","","","","","","","the heirs and successors of Andrew Anderson","Edinburgh","English","","","Copac","","Copac","","","","","","20-21 -- Sermons -- Early works to 1800.; Bible.O.T. Leviticus XXV; #ActofUnion_ActofSettlement","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BMXNGHL2","book","1712","Carstares, William","The Scottish toleration argued : or, An account of all the laws about the Church of Scotland ratifyd by the Union-Act","","","","","","","1712","2020-06-03 15:33:34","2020-06-03 15:33:34","","","23,[1]p. ; 8vo.","","","","","","","","","","S. Popping, at the Raven in Patwer-Noster-Row","London","English","","","Copac","","Copac","","","","","","Church and state -- Scotland -- Early works to 1800.; Church of Scotland -- Early works to 1800.; Covenanters -- Scotland -- Early works to 1800.; #ActofUnion_ActofSettlement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LMUKVSCW","book","1747","Anon.","Observations upon a bill, entituled, An act for taking away, and abolishing the heritable jurisdictions in that part of Great Britain called Scotland, and for restoring such jurisdictions to the Crown; ... and for rendering the Union more complete [electronic resource].","","","","","","","1747","2020-06-03 15:33:34","2020-06-03 15:33:34","","","[2],33,[1]p : 8vo","","","","","Observations","","","","","s.n.","Edinburgh","","","","Copac","","Copac","","","","","","#ActofUnion_ActofSettlement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VEUL28UC","book","1747","An English Gentleman [pseudonym]","An ample disquisition into the nature of regalities and other heretable jurisdictions [electronic resource] : in that part of Great Britain call'd Scotland, as now under the consideration of Parliament. Shewing, I. Wherein the Evil of them Consists. II. The Reason why they should be annihilated. III. That such Annihilation will be for the mutual Benefit of both Nations, but more particularly for Scotland, and in no Sense a Breach of the Act of Union. Address'd to the Consideration of his fellow subjects of Scotland, by an English gentleman.","","","","","","","1747","2020-06-03 15:33:34","2020-06-03 15:33:34","","","51,[1]p.","","","","","Ample disquisition","","","","","M. Cooper","London","English","","","Copac","","Copac","","","","","","Scotland -- Politics and government -- 18th century.; Land tenure -- Scotland.; #ActofUnion_ActofSettlement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y4YCPTFY","book","1716","Anon.","Das vereinigte Gross-Britannien, oder Engelland und Schottland, nach dem neuesten Zustande aller Provintzen, Städte, Seehäven ... und andern Merckwürdigkeiten ... Aus den bewährtesten Scribenten und neuesten Nachrichten zusammen getragen, mit ... Historisch-politische Beylagen, zur Erleuterung der Englischen Staats-Historie, versehen.","","","","","","","1716","2020-06-03 15:33:34","2020-06-03 15:33:34","","","","","","","","","","","","","Thomas von Wierings Erben","Hamburg","de","","","","","Primo","","00000","","","","#ActofUnion_ActofSettlement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHWRLKZX","journalArticle","2012","Szechi, Daniel","A Non‐Resisting, Passively Obedient Revolution: Lord North and Grey and the Tory Response to the Sacheverell Impeachment","Parliamentary History","","1750-0206","","","","2012","2020-06-03 15:33:34","2020-06-03 15:33:34","2016-01-19 23:43:53","118-127","","1","31","","","A Non‐Resisting, Passively Obedient Revolution","","","","","","","en","","","","","onlinelibrary.wiley.com","","00000","","C:\Users\mobarget\Zotero\storage\64RYJ9K8\abstract.html","","#SacheverelleRiots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2W5IJM9B","journalArticle","2012","Speck, William Arthur","The Current State of Sacheverell Scholarship","Parliamentary History (Wiley-Blackwell)","","02642824","","","This article reviews the literature on the Sacheverell affair as it stood when it was delivered as a paper to the symposium held in March 2010 to commemorate the 300th anniversary of his impeachment. The basic narrative and prevalent interpretation of its significance were established by the late Geoffrey Holmes in his monograph The Trial of Doctor Sacheverell published in 1973. Holmes placed it in the context of a crisis in Church and state brought about by the Glorious Revolution and its aftermath. This led to the formation of the party conflict between high church tories and low church whigs. When the whigs, led by the junto, came to power between 1708 and 1710, their ascendancy provoked a reaction from tories claiming that the established Church was in danger. It was in this context that Sacheverell preached his provocative sermon on 5 November 1709, which brought on his impeachment for high crimes and misdemeanours. Holmes's detailed account of the trial, together with his separate analysis of the 'Sacheverell riots', have been generally accepted as definitive. Consequently, scholarly attention has tended to shift to the cultural aspects of the affair such as poems on affairs of state and political prints. These investigations have led, in turn, to attempts to establish an appropriate methodology for analysing their significance.","2012","2020-06-03 15:33:34","2020-06-03 15:33:34","2016-01-26 23:35:19","16-27","","1: February","31","","Parliamentary History (Wiley-Blackwell)","Current State","","","","","","","","","","","","EBSCOhost","","00002","","C:\Users\mobarget\Zotero\storage\3AZ2ZBE4\Speck_2012_The Current State of Sacheverell Scholarship.pdf","","#SacheverelleRiots","deists; dissenters; DISSENTERS -- Great Britain; GREAT Britain -- Church history -- 18th century; GREAT Britain -- History -- Revolution of 1688; high church; low church; NONJURORS; occasional conformity; revolution (of 1688); RIOTS -- England -- History; SACHEVERELL, Henry; tories; TORY Party (Great Britain) -- History -- 18th century; WHIG Party (Great Britain) -- History -- 18th century; whigs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5QUB69CF","journalArticle","2012","Knights, Mark","Introduction: The View from 1710","Parliamentary History (Wiley-Blackwell)","","02642824","","","The articles in this volume, planned to mark the tercentenary of the impeachment of Dr Henry Sacheverell on 23 March 1710, reassess the importance of his trial. Sacheverell's attack on the revolution of 1688, and the principles which underpinned it, allows us to question how far, 20 years later, a whig revolution had prevailed. The articles suggest that the revolution continued to be contested; that in 1710 the high church tory vision temporarily triumphed; that the flood of print showed the importance of religious dispute in shaping the public sphere; that the debate over Sacheverell connected Westminster and the public, not just in England but also in Ireland; that there was an important disagreement between high and low church about how to respond to the press's licentiousness, part of a story about the shift away from prepublication censorship towards regulation of print and copyright; that the print controversy over the trial was vituperative, 'impolite' and traded lies and misrepresentations; that Sacheverell's critics sought to associate him with harlots in a bid to suggest that his strong influence over women was unhealthy; that Sacheverell, on the other hand, deliberately depicted himself as a martyr; and that, for all its religious heat, 1710 was also important for an early enlightenment debate about political economy, since the tory vision on Church and state also embraced a reoriented foreign policy and that this contest over imperial visions had important consequences for the development of the colonies after 1714.","2012","2020-06-03 15:33:34","2020-06-03 15:33:34","2016-01-26 23:34:10","1-15","","1: February","31","","Parliamentary History (Wiley-Blackwell)","Introduction","","","","","","","","","","","","EBSCOhost","","http://www.redi-bw.de/db/ebsco.php/search.ebscohost.com/login.aspx%3fdirect%3dtrue%26db%3dhlh%26AN%3d92678112%26site%3dehost-live","","C:\Users\mobarget\Zotero\storage\JX7EZPT4\Knights_2012_Introduction.pdf","","#SacheverelleRiots","Ireland; gender; Sacheverell; GREAT Britain -- History -- Revolution of 1688; SACHEVERELL, Henry; censorship; CENSORSHIP -- Great Britain -- History; early enlightenment; empire; Glorious Revolution; GREAT Britain -- Colonies -- History; GREAT Britain -- History -- Anne, 1702-1714; GREAT Britain -- History -- William & Mary, 1689-1702; ideology; moderation; political economy; press; PRESS & politics -- History; PUBLIC sphere","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3AMQ5ZDY","book","1727","Green, Thomas","Librorum maxium insignium catalogus: being a catalogue of very curious and uncommon books in most languages, relating to the history and antiquities of Great-Britain and Ireland, France, Italy, Germany, Spain, and most Foreign countries, of sculpture, architecture, medals, husbandry, trade, physick, law civil and canon, fathers, divinity, clatlicks in usum delphini, & cum notis variorum; most of the old chronicles. N.B. There is Dugdale's monasticon in Turkey, 3 vols. with castrations. Which will begin to be sold cheap, the price being mark'd in each book, at Thomas Green's shop, against Rochford's Coffee House, Charing-Cross, on Thursday the 18th of October, 1727, at nine in the morning. Catalogues may be had at Mount's Coffee-House in Grosvenor-Street; Mr. Jackson's, in Pallmall; Mr. Harding's, in St. Martin's Lane; Mr. Stagg's, in Westminster-Hall; Mr. Lewis's, in Covent-Garden; Mr. Lintot's, and Mr. Motte's, in Fleet-Street; Mr. Strahan's, in Cornhill; Mr. Meighan's, and Mr. Osborn's, in Gray's Inn, booksellers; and at the place of sale","","","","","","","1727","2020-06-03 15:33:34","2020-06-03 15:33:34","","","[2],72p. ; 8⁰.","","","","","","","","","","s.n.","[London","English","","","Copac","","Copac","","","","","","Catalogues & Collecting; Book -- Great Britain -- Early works to 1800.; #EconomicCrises","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5PBPCDGZ","book","1720","Anon.","Investors optimistically seek the protection of Frederick Henry, Prince of Orange, in the Dutch financial crisis of 1720, while others are irreversably ruined","","","","","","","1720","2020-06-03 15:33:34","2020-06-03 15:33:34","","","1 print : etching, with engraving ; platemark 25.8 x 32.7 cm.","","","","","Investors","","","","","s.n.","[Amsterdam]","nl","","","Copac","","Copac","","","","","","Bakeries.; Epilepsy.; Eyeglasses.; Ferris wheels.; Financial crises.; Frederick Henry, Prince of Orange, 1584-1647.; Hague (Netherlands); Jews.; Law, John, 1671-1729.; Netherlands.; Projectors.; Short selling.; Stockholders.; Stocks.; #EconomicCrises","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RRQ3CBCR","book","1720","Anon.","[The English coffee house in Amsterdam, with people trading shares; with vignettes showing the rise and fall of the share price boom of 1720]","","","","","","","1720","2020-06-03 15:33:34","2020-06-03 15:33:34","","","1 print : etching, with engraving ; platemark 27.7 cm x 35.2 cm.","","","","","English coffee house","","","","","etching with engraving, 27.7 x 35.2 cm","[Amsterdam]","en","","","Copac","","Copac","","","","","","Financial crises.; Netherlands.; Projectors.; Short selling.; Stockholders.; Stocks.; Amsterdam (Netherlands); Coffeehouses.; Savoyards.; Speculation.; Stock exchanges.; #EconomicCrises","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V4IV8EBM","book","1720","Anon.","[The result of speculation: Dutch peasants, burghers etc., buy worthless stock and lose their money in the share price boom of 1720]","","","","","","","1720","2020-06-03 15:33:34","2020-06-03 15:33:34","","","1 print : etching ; platemark 28.9 x 38.8 cm.","","","","","[The result of speculation]","","","","","etching, 28.9 x 38.8 cm","[Amsterdam]","en","","","Wellcome Library, London","","Copac","","","","","","Mentally ill.; Psychiatric hospitals.; Financial crises.; Law, John, 1671-1729.; Netherlands.; Short selling.; Stockholders.; Stocks.; Speculation.; Stock exchanges.; #EconomicCrises","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H4AEQGBX","book","1720","Anon.","John Law: his rise to eminence and riches in France, and subsequent decline, resulting in the Dutch financial crisis of 1720","","","","","","","1720","2020-06-03 15:33:34","2020-06-03 15:33:34","","","1 print : etching, with engraving ; platemark 28.8 x 38 cm.","","","","","John Law","","","","","s.n.","[Amsterdam]","en","","","Copac","","Copac","","","","","","France; Financial crises.; Law, John, 1671-1729.; Short selling.; Stockholders.; Stocks.; Condé, Louis Henri de Bourbon, prince de, 1692-1740.; Orléans, Philippe, duc d', 1674-1723.; Paris (France); #EconomicCrises","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3QTTU4QG","book","1721","Callot, Jacques","Wind as an analogy for speculative short-selling in the Dutch financial crisis of 1720-1721, and a warning to John Law about the indulgences of Shrove Tuesday","","","","","","","1721","2020-06-03 15:33:34","2020-06-03 15:33:34","","","1 print : etching, with engraving ; platemark of inner scene 12 x 8.3 cm. ; platemark of border 30 x 18.6 cm.","","","","","Wind as an analogy","","","","","s.n.","[Amsterdam]","en","","","Copac","","Copac","","","","","","Financial crises.; Law, John, 1671-1729.; Netherlands.; Short selling.; Stockholders.; Stocks.; Acrobats.; Dwarfs.; Knight, Robert, 1675-1744.; Lent.; Seventeen twenty-one, A.D.; Shrove Tuesday.; #EconomicCrises","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4QMALBSI","book","1720","Anon.","John Law, the author of the financial crisis of 1720, rides in a triumphal chariot before the ""sentinel of the Mississippi""","","","","","","","1720","2020-06-03 15:33:34","2020-06-03 15:33:34","","","1 print : etching, with engraving ; platemark 22.4 x 18.2 cm.","","","","","John Law","","","","","s.n.","[Amsterdam]","en","","","Copac","","Copac","","","","","","Financial crises.; Law, John, 1671-1729.; Netherlands.; Short selling.; Stockholders.; Stocks.; Artificial legs.; Mississippi Company.; South Sea Company.; #EconomicCrises","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XXT56SHR","book","1720","Anon.","People ruined by the Dutch financial crisis of 1720 go by carriage to the cities of Vianen and Culemborg to seek refuge from creditors","","","","","","","1720","2020-06-03 15:33:34","2020-06-03 15:33:34","","","1 print : etching, with engraving ; platemark 31.4 x 39 cm.","","","","","People ruined","","","","","s.n.","[Amsterdam]","en","","","Copac","","Copac","","","","","","Financial crises.; Netherlands.; Short selling.; Stockholders.; Stocks.; Bankruptcy.; Culemborg (Netherlands); Vianen (South Holland, Netherlands); #EconomicCrises","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KHE722U7","book","1720","Anon.","The map of an island in the form of a fool's head; representing the Dutch financial crisis of 1720. Etching, 1720.","","","","","","","1720","2020-06-03 15:33:34","2020-06-03 15:33:34","","","2 prints : etching, with engraving ; platemark of upper print 16.2 x 23.2 cm. ; platemark of lower print 13.2 x 23.2 cm.","","","","","","","","","","s.n.","[Amsterdam]","en","","","Copac","","Copac","","","","","","Financial crises.; Law, John, 1671-1729.; Netherlands.; Short selling.; Stockholders.; Stocks.; Amsterdam (Netherlands); Coffeehouses.; Fools and jesters.; Sand yachting.; Sand yachts.; #EconomicCrises","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PPVDNLY5","book","1720","Berge, Pieter van den","At the request of John Law, Deception blinds the world, thus obscuring the disastrous consequences of Law's financial schemes","","","","","","","1720","2020-06-03 15:33:34","2020-06-03 15:33:34","","","etching","","","","","Request","","","","","s.n.","Amsterdam","en","","","Copac","","Copac","","","","","","Deception.; Financial crises.; Law, John, 1671-1729.; Netherlands.; Short selling.; Stockholders.; Stocks.; Blindness.; Mercury (Roman deity); Neptune (Roman deity); #EconomicCrises","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VWV34LIP","book","1720","Tysens, Gysbert","[A car from which shares are sold in the Netherlands during the share price boom of 1720]","","","","","","","1720","2020-06-03 15:33:34","2020-06-03 15:33:34","","","","","","","","[Car from which shares are sold]","","","","","etching, 43.7 x 33.5 cm","[Amsterdam]","en","","","Wellcome Library, London","","Copac","","","","","","Low Countries; economics; Law, John, 1671-1729.; Speculation.; Short selling; Stock exchanges; #EconomicCrises","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QCDCR54P","book","1720","Tysens, Gysbert","[A mob stoning the coffee house in the rue Quinquenpoix in Paris where shares are traded during the share price boom of 1720]","","","","","","","1720","2020-06-03 15:33:34","2020-06-03 15:33:34","","","1 print : etching ; platemark 32 x 31.6 cm.","","","","","[Mob stoning the coffee house]","","","","","etching, 32 x 31.6 cm","[Amsterdam]","en","","","Wellcome Library, London","","Copac","","","","","","Financial crises.; Law, John, 1671-1729.; Short selling.; Stockholders.; Stocks.; Coffeehouses.; Speculation.; Stock exchanges.; Orléans, Philippe, duc d', 1674-1723.; Paris (France); #EconomicCrises","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRMUDE9T","book","1720","Picart, Bernard","A chariot driven by Folly and pulled by speculative trading companies displays a figure of Fortune corrupting honest trade. Etching by B. Picart, ca. 1720.","","","","","","","1720","2020-06-03 15:33:34","2020-06-03 15:33:34","","","","","","","","Chariot driven by Folly","","","","","","","nl","","","Copac","","Copac","","","","","","Folly; economics; Financial crises.; Short selling.; Stockholders.; Stocks.; Amsterdam (Netherlands); Coffeehouses.; Stock exchanges.; Short selling; Stock exchanges; Coffeehouses; Fortuna (Roman deity); #EconomicCrises","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7KV5ZNSN","book","1720","Anon.","A Dutch physician involved in share dealing in the Dutch speculation explosion of 1720","","","","","","","1720","2020-06-03 15:33:34","2020-06-03 15:33:34","","","1 print : etching ; image 15.6 x 9.9 cm.","","","","","","","","","","G. Onder de Linden","Amsterdam","nl","","","","","Copac","","","","","","Low Countries; Stockholders.; Stocks.; Speculation.; Stock exchanges.; Dwarfs.; Financial crises; Physicians -- Salaries, etc.; #EconomicCrises","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FC656YDR","book","1720","Callot, Jacques; Picart, Bernard","Death as an allegory of the Dutch financial crisis of 1720-1721","","","","","","","1720","2020-06-03 15:33:34","2020-06-03 15:33:34","","","1 print : etching, with engraving ; platemark of inner scene 14 x 8.5 cm. ; platemark of border 29.5 x 18.7 cm.","","","","","Death","","","","","s.n.","[Amsterdam]","nl","","","Copac","","Copac","","","","","","Death.; Financial crises.; Law, John, 1671-1729.; Netherlands.; Short selling.; Stockholders.; Stocks.; #EconomicCrises","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SJM4JYKB","book","1720","Anon.","[The English coffee house in Amsterdam: dealers conversing and raving during the share price boom of 1720]","","","","","","","1720","2020-06-03 15:33:34","2020-06-03 15:33:34","","","1 print : etching ; platemark 31 x 38.7 cm.","","","","","[English coffee house]","","","","","etching, 31 x 38.7 cm","[Amsterdam]","nl","","","Wellcome Library, London","","Copac","","","","","","Financial crises.; Law, John, 1671-1729.; Netherlands.; Short selling.; Stockholders.; Stocks.; Amsterdam (Netherlands); Speculation.; Stock exchanges.; #EconomicCrises","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LPLPRFNW","book","1720","Anon.","[Eight beggars or ruined investors lamenting their losses in the Dutch financial crisis of 1720]","","","","","","","1720","2020-06-03 15:33:34","2020-06-03 15:33:34","","","","","","","","Eight beggars","","","","","engraving after Pieter Jansz Quast","[Amsterdam]","nl","","","Wellcome Library, London","","Copac","","","","","","Financial crises.; Netherlands.; Short selling.; Stockholders.; Stocks.; Poor.; #EconomicCrises","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
